id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,income_train,income_air,income_bus,income_car,urban_train,urban_air,urban_bus,urban_car
2101,car,157,157,157,157,46.2,138.2,16.8,29.83,132,40,120,117,150,125,75,0,5,15,18,0,35,35,35,35,0,0,0,0
2102,car,157,157,157,157,46.2,138.2,16.8,29.83,132,40,120,117,150,125,75,0,5,15,18,0,45,45,45,45,0,0,0,0
2103,train,220,220,220,220,42.2,134.2,18.8,41.8,132,40,140,148,90,99,85,0,5,15,18,0,70,70,70,70,0,0,0,0
2104,car,220,220,220,220,42.2,134.2,18.8,41.8,132,40,140,148,90,99,85,0,5,15,18,0,55,55,55,55,0,0,0,0
2105,car,220,220,220,220,42.2,134.2,18.8,41.8,132,40,140,148,90,99,85,0,5,15,18,0,35,35,35,35,0,0,0,0
2106,train,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,70,70,70,70,0,0,0,0
2107,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,45,45,45,45,0,0,0,0
2108,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,70,70,70,70,0,0,0,0
2109,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,70,70,70,70,0,0,0,0
2110,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,55,55,55,55,0,0,0,0
2111,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,55,55,55,55,0,0,0,0
2112,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,5,5,5,5,0,0,0,0
2113,car,213,213,213,213,43.7,134.55,16.3,40.47,132,40,140,142,90,103,70,0,5,15,18,0,70,70,70,70,0,0,0,0
2114,car,273,273,273,273,44.2,129.5,16.8,51.87,132,40,140,185,99,95,90,0,5,15,18,0,35,35,35,35,0,0,0,0
2115,car,273,273,273,273,44.2,129.5,16.8,51.87,132,40,140,185,99,95,90,0,5,15,18,0,70,70,70,70,0,0,0,0
2116,car,157,157,157,157,42.85,132,16.8,29.83,113,40,120,108,88,98,80,0,5,15,18,0,35,35,35,35,0,0,0,0
2117,car,183,183,183,183,45.2,138.2,16.8,34.77,113,40,120,130,105,110,90,0,5,15,18,0,15,15,15,15,0,0,0,0
2118,car,244,244,244,244,44.2,138.2,16.8,46.36,132,40,140,167,112,120,95,0,5,15,18,0,23,23,23,23,0,0,0,0
2119,train,419,419,419,419,66.15,153.4,37.01,79.61,329,70,377,267,70,78,66,0,2,3,14,0,25,25,25,25,0,0,0,0
2120,car,419,419,419,419,66.15,153.4,37.01,79.61,329,70,377,267,70,78,66,0,2,3,14,0,45,45,45,45,0,0,0,0
2121,car,419,419,419,419,66.15,153.4,37.01,79.61,329,70,377,267,70,78,66,0,2,3,14,0,70,70,70,70,0,0,0,0
2122,air,422,422,422,422,66.7,154.4,36.51,80.18,356,70,377,272,78,86,66,0,2,3,14,0,55,55,55,55,0,0,0,0
2123,air,422,422,422,422,66.7,154.4,36.51,80.18,356,70,377,272,78,86,66,0,2,3,14,0,70,70,70,70,0,0,0,0
2124,car,422,422,422,422,66.7,154.4,36.51,80.18,356,70,377,272,78,86,66,0,2,3,14,0,45,45,45,45,0,0,0,0
2125,car,422,422,422,422,66.7,154.4,36.51,80.18,356,70,377,272,78,86,66,0,2,3,14,0,55,55,55,55,0,0,0,0
2126,car,422,422,422,422,66.7,154.4,36.51,80.18,356,70,377,272,78,86,66,0,2,3,14,0,45,45,45,45,0,0,0,0
2127,air,428,428,428,428,70.4,162.4,36.76,81.32,356,70,377,280,90,95,75,0,2,3,14,0,45,45,45,45,0,0,0,0
2128,car,446,446,446,446,70.4,150.4,36.76,84.74,356,70,377,292,90,78,75,0,2,3,14,0,70,70,70,70,0,0,0,0
2129,car,563,563,563,563,70.4,162.4,38.76,106.97,356,70,377,388,90,90,75,0,2,3,14,0,55,55,55,55,0,0,0,0
2130,car,277,277,277,277,50.2,138.2,17.8,52.63,132,40,140,186,105,115,95,0,5,15,18,0,70,70,70,70,0,0,0,0
2131,car,629,629,629,629,72.4,162.4,39.76,119.51,356,70,377,442,130,90,115,0,2,3,14,0,24,24,24,24,0,0,0,0
2132,car,629,629,629,629,72.4,162.4,39.76,119.51,356,70,377,442,130,90,115,0,2,3,14,0,35,35,35,35,0,0,0,0
2133,car,629,629,629,629,72.4,162.4,39.76,119.51,356,70,377,442,130,90,115,0,2,3,14,0,70,70,70,70,0,0,0,0
2134,car,319,319,319,319,42.1,125.45,17.3,60.61,113,40,120,259,115,116,100,0,5,15,18,0,55,55,55,55,1,1,1,1
2135,car,319,319,319,319,42.1,125.45,17.3,60.61,113,40,120,259,115,116,100,0,5,15,18,0,70,70,70,70,1,1,1,1
2136,car,319,319,319,319,42.1,125.45,17.3,60.61,113,40,120,259,115,116,100,0,5,15,18,0,70,70,70,70,1,1,1,1
2137,car,309,309,309,309,43.75,128.2,17.7,58.71,132,40,140,245,115,120,103,0,5,15,18,0,70,70,70,70,1,1,1,1
2138,car,309,309,309,309,43.75,128.2,17.7,58.71,132,40,140,245,115,120,103,0,5,15,18,0,25,25,25,25,1,1,1,1
2139,car,309,309,309,309,43.75,128.2,17.7,58.71,132,40,140,245,115,120,103,0,5,15,18,0,70,70,70,70,1,1,1,1
2140,car,314,314,314,314,41.2,134.75,17.85,59.66,132,40,140,252,102,120,98,0,5,15,18,0,35,35,35,35,1,1,1,1
2141,car,361,361,361,361,47.2,138.2,17.8,68.59,132,40,120,285,180,155,105,0,5,15,18,0,35,35,35,35,0,0,0,0
2142,car,361,361,361,361,47.2,138.2,17.8,68.59,132,40,120,285,180,155,105,0,5,15,18,0,70,70,70,70,0,0,0,0
2143,car,321,321,321,321,44.7,134.55,17.3,60.99,132,40,140,253,120,133,100,0,5,15,18,0,35,35,35,35,0,0,0,0
2144,car,530,530,530,530,67.7,154.4,37.51,100.7,356,70,377,383,108,116,96,0,2,3,14,0,55,55,55,55,0,0,0,0
2145,train,737,737,737,737,73.4,162.4,40.76,140.03,356,70,377,553,160,120,145,0,2,3,14,0,5,5,5,5,0,0,0,0
2146,car,142,142,142,142,38.6,155.3,17.06,26.98,120,46,115,116,90,180,84,0,3,16,8,0,55,55,55,55,0,0,0,0
2147,car,142,142,142,142,38.6,155.3,17.06,26.98,120,46,115,116,90,180,84,0,3,16,8,0,35,35,35,35,0,0,0,0
2148,car,142,142,142,142,38.6,155.3,17.06,26.98,120,46,115,116,90,180,84,0,3,16,8,0,35,35,35,35,0,0,0,0
2149,car,142,142,142,142,38.6,155.3,17.06,26.98,120,46,115,116,90,180,84,0,3,16,8,0,25,25,25,25,0,0,0,0
2150,car,142,142,142,142,38.6,155.3,17.06,26.98,120,46,115,116,90,180,84,0,3,16,8,0,45,45,45,45,0,0,0,0
2151,car,301,301,301,301,56.6,143.3,25.96,57.19,193,46,186,249,110,103,100,0,3,16,24,0,45,45,45,45,0,0,0,0
2152,car,313,313,313,313,43.8,155.3,18.36,59.47,120,46,115,238,150,155,105,0,3,16,8,0,35,35,35,35,0,0,0,0
2153,car,209,209,209,209,38.6,155.3,15.06,39.71,120,46,115,146,83,175,79,0,3,16,8,0,45,45,45,45,0,0,0,0
2154,car,209,209,209,209,38.6,155.3,15.06,39.71,120,46,115,146,83,175,79,0,3,16,8,0,70,70,70,70,0,0,0,0
2155,car,209,209,209,209,38.6,155.3,15.06,39.71,120,46,115,146,83,175,79,0,3,16,8,0,45,45,45,45,0,0,0,0
2156,car,209,209,209,209,38.6,155.3,15.06,39.71,120,46,115,146,83,175,79,0,3,16,8,0,35,35,35,35,0,0,0,0
2157,car,282,282,282,282,48.6,145.3,26.96,53.58,170,46,186,207,88,98,100,0,3,16,24,0,55,55,55,55,0,0,0,0
2158,car,282,282,282,282,48.6,145.3,26.96,53.58,170,46,186,207,88,98,100,0,3,16,24,0,45,45,45,45,0,0,0,0
2159,car,282,282,282,282,48.6,145.3,26.96,53.58,170,46,186,207,88,98,100,0,3,16,24,0,45,45,45,45,0,0,0,0
2160,bus,300,300,300,300,52.35,146.3,24.21,57,166,46,186,203,83,98,86,0,3,16,24,0,55,55,55,55,0,0,0,0
2161,car,300,300,300,300,52.35,146.3,24.21,57,166,46,186,203,83,98,86,0,3,16,24,0,55,55,55,55,0,0,0,0
2162,car,300,300,300,300,52.35,146.3,24.21,57,166,46,186,203,83,98,86,0,3,16,24,0,45,45,45,45,0,0,0,0
2163,bus,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,15,15,15,15,0,0,0,0
2164,car,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,70,70,70,70,0,0,0,0
2165,car,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,45,45,45,45,0,0,0,0
2166,car,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,70,70,70,70,0,0,0,0
2167,car,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,70,70,70,70,0,0,0,0
2168,car,303,303,303,303,52.9,147.3,23.71,57.57,193,46,186,207,91,106,86,0,3,16,24,0,70,70,70,70,0,0,0,0
2169,train,309,309,309,309,56.6,155.3,23.96,58.71,193,46,186,215,103,115,95,0,3,16,24,0,25,25,25,25,0,0,0,0
2170,car,238,238,238,238,43.8,155.3,16.36,45.22,120,46,115,183,143,150,100,0,3,16,8,0,70,70,70,70,0,0,0,0
2171,car,238,238,238,238,43.8,155.3,16.36,45.22,120,46,115,183,143,150,100,0,3,16,8,0,70,70,70,70,0,0,0,0
2172,car,238,238,238,238,43.8,155.3,16.36,45.22,120,46,115,183,143,150,100,0,3,16,8,0,55,55,55,55,0,0,0,0
2173,car,464,464,464,464,58.1,155.3,26.96,88.16,193,46,186,326,133,130,125,0,3,16,24,0,70,70,70,70,0,0,0,0
2174,car,510,510,510,510,58.6,155.3,26.96,96.9,193,46,186,377,143,110,135,0,3,16,24,0,55,55,55,55,0,0,0,0
2175,car,178,178,178,178,38.6,155.3,15.06,33.82,120,46,115,128,80,170,74,0,3,16,8,0,35,35,35,35,0,0,0,0
2176,car,178,178,178,178,38.6,155.3,15.06,33.82,120,46,115,128,80,170,74,0,3,16,8,0,45,45,45,45,0,0,0,0
2177,train,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,45,45,45,45,0,0,0,0
2178,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,70,70,70,70,0,0,0,0
2179,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,70,70,70,70,0,0,0,0
2180,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,35,35,35,35,0,0,0,0
2181,car,207,207,207,207,43.8,155.3,16.36,39.33,120,46,115,164,140,145,95,0,3,16,8,0,45,45,45,45,0,0,0,0
2182,car,207,207,207,207,43.8,155.3,16.36,39.33,120,46,115,164,140,145,95,0,3,16,8,0,45,45,45,45,0,0,0,0
2183,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,45,45,45,45,0,0,0,0
2184,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,70,70,70,70,0,0,0,0
2185,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,35,35,35,35,0,0,0,0
2186,car,200,200,200,200,40.6,155.3,15.06,38,120,46,115,156,95,180,89,0,3,16,8,0,55,55,55,55,0,0,0,0
2187,car,200,200,200,200,40.6,155.3,15.06,38,120,46,115,156,95,180,89,0,3,16,8,0,15,15,15,15,0,0,0,0
2188,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,70,70,70,70,0,0,0,0
2189,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,70,70,70,70,0,0,0,0
2190,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,25,25,25,25,0,0,0,0
2191,car,291,291,291,291,54.35,146.3,24.21,55.29,166,46,186,212,95,103,96,0,3,16,24,0,55,55,55,55,0,0,0,0
2192,car,294,294,294,294,54.9,147.3,23.71,55.86,193,46,186,217,103,111,96,0,3,16,24,0,55,55,55,55,0,0,0,0
2193,car,294,294,294,294,54.9,147.3,23.71,55.86,193,46,186,217,103,111,96,0,3,16,24,0,70,70,70,70,0,0,0,0
2194,car,318,318,318,318,58.6,143.3,23.96,60.42,193,46,186,237,115,103,105,0,3,16,24,0,25,25,25,25,0,0,0,0
2195,car,435,435,435,435,58.6,155.3,25.96,82.65,193,46,186,333,115,115,105,0,3,16,24,0,70,70,70,70,0,0,0,0
2196,car,229,229,229,229,45.8,155.3,16.36,43.51,120,46,115,193,155,155,110,0,3,16,8,0,55,55,55,55,0,0,0,0
2197,car,298,298,298,298,58.6,147.3,23.96,56.62,193,46,186,225,115,110,105,0,3,16,24,0,45,45,45,45,0,0,0,0
2198,car,298,298,298,298,58.6,147.3,23.96,56.62,193,46,186,225,115,110,105,0,3,16,24,0,45,45,45,45,0,0,0,0
2199,car,501,501,501,501,60.6,155.3,26.96,95.19,193,46,186,387,155,115,145,0,3,16,24,0,35,35,35,35,0,0,0,0
2200,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,35,35,35,35,0,0,0,0
2201,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,35,35,35,35,0,0,0,0
2202,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,35,35,35,35,0,0,0,0
2203,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,55,55,55,55,0,0,0,0
2204,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,45,45,45,45,0,0,0,0
2205,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,35,35,35,35,0,0,0,0
2206,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,55,55,55,55,0,0,0,0
2207,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,45,45,45,45,0,0,0,0
2208,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,15,15,15,15,0,0,0,0
2209,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,25,25,25,25,0,0,0,0
2210,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,70,70,70,70,0,0,0,0
2211,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,70,70,70,70,0,0,0,0
2212,car,287,287,287,287,40.25,147.3,19.36,54.53,120,46,115,225,95,157,85,0,3,16,8,0,70,70,70,70,0,0,0,0
2213,car,287,287,287,287,40.25,147.3,19.36,54.53,120,46,115,225,95,157,85,0,3,16,8,0,45,45,45,45,0,0,0,0
2214,train,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,70,70,70,70,0,0,0,0
2215,air,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,45,45,45,45,0,0,0,0
2216,car,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,45,45,45,45,0,0,0,0
2217,car,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,55,55,55,55,0,0,0,0
2218,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,70,70,70,70,0,0,0,0
2219,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,55,55,55,55,0,0,0,0
2220,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,55,55,55,55,0,0,0,0
2221,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,5,5,5,5,0,0,0,0
2222,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,45,45,45,45,0,0,0,0
2223,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,55,55,55,55,0,0,0,0
2224,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,25,25,25,25,0,0,0,0
2225,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,55,55,55,55,0,0,0,0
2226,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,45,45,45,45,0,0,0,0
2227,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,70,70,70,70,0,0,0,0
2228,car,166,166,166,166,43.25,147.3,16.36,31.54,120,46,115,137,130,137,85,0,3,16,8,0,45,45,45,45,0,0,0,0
2229,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,55,55,55,55,0,0,0,0
2230,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,25,25,25,25,0,0,0,0
2231,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,45,45,45,45,0,0,0,0
2232,car,322,322,322,322,57.05,147.3,26.96,61.18,193,46,186,221,110,127,100,0,3,16,24,0,15,15,15,15,0,0,0,0
2233,car,322,322,322,322,57.05,147.3,26.96,61.18,193,46,186,221,110,127,100,0,3,16,24,0,70,70,70,70,0,0,0,0
2234,car,235,235,235,235,56.05,139.3,23.96,44.65,193,46,186,168,90,92,80,0,3,16,24,0,35,35,35,35,0,0,0,0
2235,car,235,235,235,235,56.05,139.3,23.96,44.65,193,46,186,168,90,92,80,0,3,16,24,0,70,70,70,70,0,0,0,0
2236,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,70,70,70,70,0,0,0,0
2237,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,70,70,70,70,0,0,0,0
2238,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,5,5,5,5,0,0,0,0
2239,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,45,45,45,45,0,0,0,0
2240,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,70,70,70,70,0,0,0,0
2241,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,25,25,25,25,0,0,0,0
2242,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,55,55,55,55,0,0,0,0
2243,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,70,70,70,70,0,0,0,0
2244,car,287,287,287,287,38.8,147.3,19.36,54.53,120,46,115,225,100,157,90,0,3,16,8,0,25,25,25,25,0,0,0,0
2245,car,287,287,287,287,38.8,147.3,19.36,54.53,120,46,115,225,100,157,90,0,3,16,8,0,70,70,70,70,0,0,0,0
2246,train,228,228,228,228,50.35,138.3,24.21,43.32,166,46,186,156,75,85,76,0,3,16,24,0,70,70,70,70,0,0,0,0
2247,car,228,228,228,228,50.35,138.3,24.21,43.32,166,46,186,156,75,85,76,0,3,16,24,0,45,45,45,45,0,0,0,0
2248,train,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,55,55,55,55,0,0,0,0
2249,air,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,70,70,70,70,0,0,0,0
2250,air,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,70,70,70,70,0,0,0,0
2251,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,70,70,70,70,0,0,0,0
2252,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,55,55,55,55,0,0,0,0
2253,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,45,45,45,45,0,0,0,0
2254,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,70,70,70,70,0,0,0,0
2255,train,255,255,255,255,54.6,135.3,23.96,48.45,193,46,186,181,95,85,85,0,3,16,24,0,45,45,45,45,0,0,0,0
2256,car,154,154,154,154,37.8,147.3,16.36,29.26,120,46,115,115,90,117,80,0,3,16,8,0,55,55,55,55,0,0,0,0
2257,car,154,154,154,154,37.8,147.3,16.36,29.26,120,46,115,115,90,117,80,0,3,16,8,0,55,55,55,55,0,0,0,0
2258,car,322,322,322,322,55.6,147.3,26.96,61.18,193,46,186,221,115,127,105,0,3,16,24,0,29,29,29,29,0,0,0,0
2259,car,438,438,438,438,56.6,147.3,26.96,83.22,193,46,186,331,135,97,125,0,3,16,24,0,70,70,70,70,0,0,0,0
2260,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,35,35,35,35,1,1,1,1
2261,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,55,55,55,55,1,1,1,1
2262,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,5,5,5,5,1,1,1,1
2263,train,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2264,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2265,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,45,45,45,45,1,1,1,1
2266,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2267,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2268,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,25,25,25,25,1,1,1,1
2269,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2270,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2271,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2272,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2273,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2274,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,15,15,15,15,1,1,1,1
2275,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2276,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,55,55,55,55,1,1,1,1
2277,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2278,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2279,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2280,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2281,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,55,55,55,55,1,1,1,1
2282,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2283,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2284,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,25,25,25,25,1,1,1,1
2285,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2286,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2287,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2288,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,45,45,45,45,1,1,1,1
2289,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,25,25,25,25,1,1,1,1
2290,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2291,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,25,25,25,25,1,1,1,1
2292,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,55,55,55,55,1,1,1,1
2293,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,45,45,45,45,1,1,1,1
2294,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,70,70,70,70,1,1,1,1
2295,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,45,45,45,45,1,1,1,1
2296,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,55,55,55,55,1,1,1,1
2297,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,55,55,55,55,1,1,1,1
2298,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,35,35,35,35,1,1,1,1
2299,car,237,237,237,237,50.95,142.55,23.46,45.03,193,46,186,168,90,91,75,0,3,16,24,0,70,70,70,70,1,1,1,1
2300,air,255,255,255,255,50.95,130.55,23.46,48.45,193,46,186,181,90,74,75,0,3,16,24,0,45,45,45,45,1,1,1,1
