id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,urban_train,urban_air,urban_bus,urban_car,income_train,income_air,income_bus,income_car
2177,train,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,0,0,0,0,45,45,45,45
2178,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,0,0,0,0,70,70,70,70
2179,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,0,0,0,0,70,70,70,70
2180,car,272,272,272,272,52.9,147.3,23.71,51.68,193,46,186,188,88,101,81,0,3,16,24,0,0,0,0,0,35,35,35,35
2181,car,207,207,207,207,43.8,155.3,16.36,39.33,120,46,115,164,140,145,95,0,3,16,8,0,0,0,0,0,45,45,45,45
2182,car,207,207,207,207,43.8,155.3,16.36,39.33,120,46,115,164,140,145,95,0,3,16,8,0,0,0,0,0,45,45,45,45
2183,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,0,0,0,0,45,45,45,45
2184,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,0,0,0,0,70,70,70,70
2185,car,195,195,195,195,39.8,155.3,16.36,37.05,120,46,115,142,95,125,85,0,3,16,8,0,0,0,0,0,35,35,35,35
2186,car,200,200,200,200,40.6,155.3,15.06,38,120,46,115,156,95,180,89,0,3,16,8,0,0,0,0,0,55,55,55,55
2187,car,200,200,200,200,40.6,155.3,15.06,38,120,46,115,156,95,180,89,0,3,16,8,0,0,0,0,0,15,15,15,15
2188,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,0,0,0,0,70,70,70,70
2189,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,0,0,0,0,70,70,70,70
2190,car,350,350,350,350,42.8,155.3,19.36,66.5,120,46,115,281,120,175,110,0,3,16,8,0,0,0,0,0,25,25,25,25
2191,car,291,291,291,291,54.35,146.3,24.21,55.29,166,46,186,212,95,103,96,0,3,16,24,0,0,0,0,0,55,55,55,55
2192,car,294,294,294,294,54.9,147.3,23.71,55.86,193,46,186,217,103,111,96,0,3,16,24,0,0,0,0,0,55,55,55,55
2193,car,294,294,294,294,54.9,147.3,23.71,55.86,193,46,186,217,103,111,96,0,3,16,24,0,0,0,0,0,70,70,70,70
2194,car,318,318,318,318,58.6,143.3,23.96,60.42,193,46,186,237,115,103,105,0,3,16,24,0,0,0,0,0,25,25,25,25
2195,car,435,435,435,435,58.6,155.3,25.96,82.65,193,46,186,333,115,115,105,0,3,16,24,0,0,0,0,0,70,70,70,70
2196,car,229,229,229,229,45.8,155.3,16.36,43.51,120,46,115,193,155,155,110,0,3,16,8,0,0,0,0,0,55,55,55,55
2197,car,298,298,298,298,58.6,147.3,23.96,56.62,193,46,186,225,115,110,105,0,3,16,24,0,0,0,0,0,45,45,45,45
2198,car,298,298,298,298,58.6,147.3,23.96,56.62,193,46,186,225,115,110,105,0,3,16,24,0,0,0,0,0,45,45,45,45
2199,car,501,501,501,501,60.6,155.3,26.96,95.19,193,46,186,387,155,115,145,0,3,16,24,0,0,0,0,0,35,35,35,35
2200,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,35,35,35,35
2201,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,35,35,35,35
2202,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,35,35,35,35
2203,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,55,55,55,55
2204,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,45,45,45,45
2205,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,35,35,35,35
2206,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,55,55,55,55
2207,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,45,45,45,45
2208,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,15,15,15,15
2209,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,25,25,25,25
2210,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,70,70,70,70
2211,car,137,137,137,137,38.05,147.3,15.06,26.03,120,46,115,100,70,162,64,0,3,16,8,0,0,0,0,0,70,70,70,70
2212,car,287,287,287,287,40.25,147.3,19.36,54.53,120,46,115,225,95,157,85,0,3,16,8,0,0,0,0,0,70,70,70,70
2213,car,287,287,287,287,40.25,147.3,19.36,54.53,120,46,115,225,95,157,85,0,3,16,8,0,0,0,0,0,45,45,45,45
2214,train,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,0,0,0,0,70,70,70,70
2215,air,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,0,0,0,0,45,45,45,45
2216,car,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,0,0,0,0,45,45,45,45
2217,car,228,228,228,228,51.8,138.3,24.21,43.32,166,46,186,156,70,85,71,0,3,16,24,0,0,0,0,0,55,55,55,55
2218,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,70,70,70,70
2219,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,55,55,55,55
2220,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,55,55,55,55
2221,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,5,5,5,5
2222,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,45,45,45,45
2223,car,231,231,231,231,52.35,139.3,23.71,43.89,193,46,186,161,78,93,71,0,3,16,24,0,0,0,0,0,55,55,55,55
2224,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,0,0,0,0,25,25,25,25
2225,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,0,0,0,0,55,55,55,55
2226,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,0,0,0,0,45,45,45,45
2227,car,255,255,255,255,56.05,135.3,23.96,48.45,193,46,186,181,90,85,80,0,3,16,24,0,0,0,0,0,70,70,70,70
2228,car,166,166,166,166,43.25,147.3,16.36,31.54,120,46,115,137,130,137,85,0,3,16,8,0,0,0,0,0,45,45,45,45
2229,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,0,0,0,0,55,55,55,55
2230,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,0,0,0,0,25,25,25,25
2231,car,154,154,154,154,39.25,147.3,16.36,29.26,120,46,115,115,85,117,75,0,3,16,8,0,0,0,0,0,45,45,45,45
2232,car,322,322,322,322,57.05,147.3,26.96,61.18,193,46,186,221,110,127,100,0,3,16,24,0,0,0,0,0,15,15,15,15
2233,car,322,322,322,322,57.05,147.3,26.96,61.18,193,46,186,221,110,127,100,0,3,16,24,0,0,0,0,0,70,70,70,70
2234,car,235,235,235,235,56.05,139.3,23.96,44.65,193,46,186,168,90,92,80,0,3,16,24,0,0,0,0,0,35,35,35,35
2235,car,235,235,235,235,56.05,139.3,23.96,44.65,193,46,186,168,90,92,80,0,3,16,24,0,0,0,0,0,70,70,70,70
2236,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,0,0,0,0,70,70,70,70
2237,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,0,0,0,0,70,70,70,70
2238,car,438,438,438,438,58.05,147.3,26.96,83.22,193,46,186,331,130,97,120,0,3,16,24,0,0,0,0,0,5,5,5,5
2239,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,0,0,0,0,45,45,45,45
2240,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,0,0,0,0,70,70,70,70
2241,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,0,0,0,0,25,25,25,25
2242,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,0,0,0,0,55,55,55,55
2243,car,137,137,137,137,36.6,147.3,15.06,26.03,120,46,115,100,75,162,69,0,3,16,8,0,0,0,0,0,70,70,70,70
2244,car,287,287,287,287,38.8,147.3,19.36,54.53,120,46,115,225,100,157,90,0,3,16,8,0,0,0,0,0,25,25,25,25
2245,car,287,287,287,287,38.8,147.3,19.36,54.53,120,46,115,225,100,157,90,0,3,16,8,0,0,0,0,0,70,70,70,70
2246,train,228,228,228,228,50.35,138.3,24.21,43.32,166,46,186,156,75,85,76,0,3,16,24,0,0,0,0,0,70,70,70,70
2247,car,228,228,228,228,50.35,138.3,24.21,43.32,166,46,186,156,75,85,76,0,3,16,24,0,0,0,0,0,45,45,45,45
2248,train,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,55,55,55,55
2249,air,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,70,70,70,70
2250,air,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,70,70,70,70
2251,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,70,70,70,70
2252,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,55,55,55,55
2253,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,45,45,45,45
2254,car,231,231,231,231,50.9,139.3,23.71,43.89,193,46,186,161,83,93,76,0,3,16,24,0,0,0,0,0,70,70,70,70
2255,train,255,255,255,255,54.6,135.3,23.96,48.45,193,46,186,181,95,85,85,0,3,16,24,0,0,0,0,0,45,45,45,45
2256,car,154,154,154,154,37.8,147.3,16.36,29.26,120,46,115,115,90,117,80,0,3,16,8,0,0,0,0,0,55,55,55,55
2257,car,154,154,154,154,37.8,147.3,16.36,29.26,120,46,115,115,90,117,80,0,3,16,8,0,0,0,0,0,55,55,55,55
2258,car,322,322,322,322,55.6,147.3,26.96,61.18,193,46,186,221,115,127,105,0,3,16,24,0,0,0,0,0,29,29,29,29
2259,car,438,438,438,438,56.6,147.3,26.96,83.22,193,46,186,331,135,97,125,0,3,16,24,0,0,0,0,0,70,70,70,70
2260,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,1,1,1,1,35,35,35,35
2261,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,1,1,1,1,55,55,55,55
2262,car,210,210,210,210,42.95,132.55,26.46,39.9,170,46,186,161,75,74,80,0,3,16,24,0,1,1,1,1,5,5,5,5
2263,train,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2264,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2265,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2266,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2267,air,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2268,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,25,25,25,25
2269,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2270,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2271,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2272,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2273,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2274,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,15,15,15,15
2275,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2276,car,228,228,228,228,46.7,133.55,23.71,43.32,166,46,186,156,70,74,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2277,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2278,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2279,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2280,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2281,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2282,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2283,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2284,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,25,25,25,25
2285,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2286,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2287,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2288,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2289,air,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,25,25,25,25
2290,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2291,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,25,25,25,25
2292,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2293,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2294,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2295,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2296,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2297,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2298,car,231,231,231,231,47.25,134.55,23.21,43.89,193,46,186,161,78,82,66,0,3,16,24,0,1,1,1,1,35,35,35,35
2299,car,237,237,237,237,50.95,142.55,23.46,45.03,193,46,186,168,90,91,75,0,3,16,24,0,1,1,1,1,70,70,70,70
2300,air,255,255,255,255,50.95,130.55,23.46,48.45,193,46,186,181,90,74,75,0,3,16,24,0,1,1,1,1,45,45,45,45
2301,car,255,255,255,255,50.95,130.55,23.46,48.45,193,46,186,181,90,74,75,0,3,16,24,0,1,1,1,1,35,35,35,35
2302,car,255,255,255,255,50.95,130.55,23.46,48.45,193,46,186,181,90,74,75,0,3,16,24,0,1,1,1,1,35,35,35,35
2303,car,372,372,372,372,50.95,142.55,25.46,70.68,193,46,186,277,90,86,75,0,3,16,24,0,1,1,1,1,70,70,70,70
2304,car,322,322,322,322,51.95,142.55,26.46,61.18,193,46,186,221,110,116,95,0,3,16,24,0,1,1,1,1,25,25,25,25
2305,car,235,235,235,235,50.95,134.55,23.46,44.65,193,46,186,168,90,81,75,0,3,16,24,0,1,1,1,1,70,70,70,70
2306,car,235,235,235,235,50.95,134.55,23.46,44.65,193,46,186,168,90,81,75,0,3,16,24,0,1,1,1,1,70,70,70,70
2307,car,235,235,235,235,50.95,134.55,23.46,44.65,193,46,186,168,90,81,75,0,3,16,24,0,1,1,1,1,70,70,70,70
2308,car,235,235,235,235,50.95,134.55,23.46,44.65,193,46,186,168,90,81,75,0,3,16,24,0,1,1,1,1,45,45,45,45
2309,car,295,295,295,295,51.45,142.55,26.46,56.05,193,46,186,199,100,96,85,0,3,16,24,0,1,1,1,1,55,55,55,55
2310,car,438,438,438,438,52.95,142.55,26.46,83.22,193,46,186,331,130,86,115,0,3,16,24,0,1,1,1,1,35,35,35,35
2311,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,35,35,35,35
2312,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,70,70,70,70
2313,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,35,35,35,35
2314,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,55,55,55,55
2315,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,70,70,70,70
2316,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,55,55,55,55
2317,car,127,127,127,127,31.15,145.3,14.96,24.13,120,46,115,87,65,155,62,0,3,16,8,0,1,1,1,1,70,70,70,70
2318,car,277,277,277,277,33.35,145.3,19.26,52.63,120,46,115,211,90,150,83,0,3,16,8,0,1,1,1,1,15,15,15,15
2319,car,277,277,277,277,33.35,145.3,19.26,52.63,120,46,115,211,90,150,83,0,3,16,8,0,1,1,1,1,45,45,45,45
2320,train,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2321,train,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,15,15,15,15
2322,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,15,15,15,15
2323,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,55,55,55,55
2324,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2325,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,25,25,25,25
2326,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,55,55,55,55
2327,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2328,car,218,218,218,218,44.9,136.3,24.11,41.42,166,46,186,143,65,78,69,0,3,16,24,0,1,1,1,1,55,55,55,55
2329,train,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2330,train,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2331,train,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2332,train,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,45,45,45,45
2333,train,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,55,55,55,55
2334,air,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,45,45,45,45
2335,air,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2336,air,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2337,air,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2338,air,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,35,35,35,35
2339,bus,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,25,25,25,25
2340,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2341,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2342,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,15,15,15,15
2343,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2344,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2345,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,15,15,15,15
2346,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,45,45,45,45
2347,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,35,35,35,35
2348,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2349,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,45,45,45,45
2350,car,221,221,221,221,45.45,137.3,23.61,41.99,193,46,186,148,73,86,69,0,3,16,24,0,1,1,1,1,70,70,70,70
2351,car,245,245,245,245,49.15,133.3,23.86,46.55,193,46,186,167,85,78,78,0,3,16,24,0,1,1,1,1,55,55,55,55
2352,car,245,245,245,245,49.15,133.3,23.86,46.55,193,46,186,167,85,78,78,0,3,16,24,0,1,1,1,1,55,55,55,55
2353,car,156,156,156,156,36.35,145.3,16.26,29.64,120,46,115,123,125,130,83,0,3,16,8,0,1,1,1,1,25,25,25,25
2354,car,144,144,144,144,32.35,145.3,16.26,27.36,120,46,115,101,80,110,73,0,3,16,8,0,1,1,1,1,45,45,45,45
2355,car,144,144,144,144,32.35,145.3,16.26,27.36,120,46,115,101,80,110,73,0,3,16,8,0,1,1,1,1,15,15,15,15
2356,car,144,144,144,144,32.35,145.3,16.26,27.36,120,46,115,101,80,110,73,0,3,16,8,0,1,1,1,1,70,70,70,70
2357,car,144,144,144,144,32.35,145.3,16.26,27.36,120,46,115,101,80,110,73,0,3,16,8,0,1,1,1,1,70,70,70,70
2358,car,144,144,144,144,32.35,145.3,16.26,27.36,120,46,115,101,80,110,73,0,3,16,8,0,1,1,1,1,70,70,70,70
2359,car,312,312,312,312,50.15,145.3,26.86,59.28,193,46,186,208,105,120,98,0,3,16,24,0,1,1,1,1,45,45,45,45
2360,car,225,225,225,225,49.15,137.3,23.86,42.75,193,46,186,155,85,85,78,0,3,16,24,0,1,1,1,1,70,70,70,70
2361,car,382,382,382,382,50.65,145.3,26.86,72.58,193,46,186,266,115,110,108,0,3,16,24,0,1,1,1,1,45,45,45,45
2362,car,428,428,428,428,51.15,145.3,26.86,81.32,193,46,186,318,125,90,118,0,3,16,24,0,1,1,1,1,25,25,25,25
2363,car,428,428,428,428,51.15,145.3,26.86,81.32,193,46,186,318,125,90,118,0,3,16,24,0,1,1,1,1,55,55,55,55
2364,car,132,132,132,132,30.6,145.95,15.16,25.08,120,46,115,94,60,158,59,0,3,16,8,0,1,1,1,1,35,35,35,35
2365,train,223,223,223,223,44.35,136.95,24.31,42.37,166,46,186,150,60,81,66,0,3,16,24,0,1,1,1,1,70,70,70,70
2366,car,223,223,223,223,44.35,136.95,24.31,42.37,166,46,186,150,60,81,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2367,car,223,223,223,223,44.35,136.95,24.31,42.37,166,46,186,150,60,81,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2368,bus,226,226,226,226,44.9,137.95,23.81,42.94,193,46,186,154,68,89,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2369,car,226,226,226,226,44.9,137.95,23.81,42.94,193,46,186,154,68,89,66,0,3,16,24,0,1,1,1,1,45,45,45,45
2370,car,226,226,226,226,44.9,137.95,23.81,42.94,193,46,186,154,68,89,66,0,3,16,24,0,1,1,1,1,55,55,55,55
2371,car,433,433,433,433,50.6,145.95,27.06,82.27,193,46,186,325,120,93,115,0,3,16,24,0,1,1,1,1,55,55,55,55
2372,car,132,132,132,132,28.6,151.85,15.11,25.08,120,46,115,94,52,155,57,0,3,16,8,0,1,1,1,1,22,22,22,22
2373,car,132,132,132,132,28.6,151.85,15.11,25.08,120,46,115,94,52,155,57,0,3,16,8,0,1,1,1,1,70,70,70,70
2374,car,132,132,132,132,28.6,151.85,15.11,25.08,120,46,115,94,52,155,57,0,3,16,8,0,1,1,1,1,70,70,70,70
2375,car,132,132,132,132,28.6,151.85,15.11,25.08,120,46,115,94,52,155,57,0,3,16,8,0,1,1,1,1,70,70,70,70
2376,car,132,132,132,132,28.6,151.85,15.11,25.08,120,46,115,94,52,155,57,0,3,16,8,0,1,1,1,1,35,35,35,35
